post_id,username,post_text,timestamp,likes,comments,shares,language
4204,@cosmicvibes266,"Feeling grateful today, small wins count.",2026-06-01 02:48:00,16,6.0,2.0,en
4280,@dailyexplorer949,Traffic this morning was unreal.,2026-06-04 13:23:00,35,5.0,3.0,en
1912,@digitalexplorer54,Cooking experiment gone right for once!,2026-03-08 01:33:00,19,5.0,1.0,en
1686,@wildexplorer290,Traffic this morning was unreal.,2026-02-27 19:54:00,95,3.0,3.0,en
1431,@sunnydreamer992,Ich freue mich aufs Wochenende!,2026-02-18 21:29:00,193,8.0,8.0,de
2498,@nightstudent848,"Working from the coffee shop again, love this place.",2026-03-30 10:35:00,46,3.0,2.0,en
3774,@luckyfox283,Reading a great book on data science right now.,2026-05-15 21:11:00,27,3.0,0.0,en
219,@technews849,"New blog post is live, check it out!",2026-01-07 11:23:00,7,3.0,2.0,en
2512,@urbantraveler501,Just tried the new update and it's amazing! #tech,2026-03-30 23:51:00,20,3.0,2.0,en
3429,@digitalgamer420,Feliz viernes a todos!,2026-05-03 05:38:00,18,4.0,2.0,es
4905,@mrsoul331,Conference talk today was so inspiring.,2026-06-26 19:07:00,35,4.0,0.0,en
3911,@sunnyfox373,Can we talk about how good this weather is today?,2026-05-21 20:50:00,41,3.0,1.0,en
2622,@techartist141,Traffic this morning was unreal.,2026-04-03 20:24:00,348,53.0,,en
1173,@therunner54,Traffic this morning was unreal.,2026-02-10 03:04:00,30,4.0,4.0,en
2249,@cosmicthinker904,Can we talk about how good this weather is today?,2026-03-20 20:42:00,65,9.0,5.0,en
3712,@thetraveler554,Just tried the new update and it's amazing! #tech,2026-05-14 14:20:00,25,0.0,3.0,en
4986,@cosmicgamer860,"Working from the coffee shop again, love this place.",2026-06-29 09:17:00,13,1.0,0.0,en
2811,@reallife2,Just tried the new update and it's amazing! #tech,2026-04-10 21:59:00,17,3.0,3.0,en
1268,@codertraveler952,Just adopted a puppy and I'm obsessed.,2026-02-13 09:17:00,18,1.0,2.0,en
2644,@quiettraveler68,"Working from the coffee shop again, love this place.",2026-04-04 06:28:00,11,4.0,2.0,en
3141,@silentsoul738,"Working from the coffee shop again, love this place.",2026-04-23 21:11:00,11,2.0,0.0,en
5062,@nightvoice129,👍👍,2026-05-18 10:50:00,3,0.0,0.0,en
4869,@cosmicvibes266,Reading a great book on data science right now.,2026-06-25 09:43:00,60,7.0,5.0,en
3735,@techdreamer926,"Working from the coffee shop again, love this place.",2026-05-15 14:00:00,145,22.0,12.0,en
4328,@truefox665,"New blog post is live, check it out!",2026-06-05 20:26:00,36,5.0,1.0,en
706,@cosmicvibes193,"Working from the coffee shop again, love this place.",2026-01-23 20:43:00,97,13.0,2.0,en
3179,@silentgamer114,"Feeling grateful today, small wins count.",2026-04-24 20:15:00,55,7.0,2.0,en
1441,@thedev705,"Big news coming soon, stay tuned!",2026-02-19 03:48:00,214,17.0,13.0,en
2317,@sunnymind75,"New blog post is live, check it out!",2026-03-23 13:40:00,59,3.0,4.0,en
1460,@truepanda203,Feliz viernes a todos!,2026-02-19 23:35:00,7,0.0,1.0,es
4450,@silentmind241,Just tried the new update and it's amazing! #tech,2026-06-10 11:50:00,49,8.0,0.0,en
2514,@dailytechupdate,Why is nobody talking about this documentary?,2026-03-31 01:07:00,329,22.0,16.0,en
1216,@drchef131,No puedo creer las noticias de hoy.,2026-02-11 08:42:00,44,10.0,1.0,es
2940,@coderchef574,"New blog post is live, check it out!",2026-04-16 06:37:00,40,2.0,2.0,en
1329,@truedev87,Feliz viernes a todos!,2026-02-14 19:27:00,98,8.0,2.0,es
4894,@happyvibes37,Vivement le week-end!,2026-06-26 10:02:00,24,3.0,0.0,fr
574,@wilddev280,Eindelijk mijn project afgerond.,2026-01-19 05:12:00,10,5.0,0.0,nl
1608,@wildgamer534,Cooking experiment gone right for once!,2026-02-25 01:55:00,11,,2.0,en
3881,@msdreamer316,,2026-05-20 22:06:00,142,,13.0,en
1461,@dailytraveler153,"Big news coming soon, stay tuned!",2026-02-20 00:11:00,190,26.0,4.0,en
1714,@silentchef208,Traffic this morning was unreal.,2026-02-28 06:54:00,105,17.0,7.0,en
955,@msfox674,Just tried the new update and it's amazing! #tech,2026-02-02 07:45:00,14,1.0,2.0,en
3426,@digitaltraveler160,Eindelijk mijn project afgerond.,2026-05-03 01:05:00,83,5.0,6.0,nl
4699,@happypanda482,Was fur ein schoner Tag heute!,2026-06-19 05:51:00,130,4.0,4.0,de
1872,@thenews721,Just tried the new update and it's amazing! #tech,2026-03-06 21:12:00,166,8.0,5.0,en
3285,@techexplorer840,Finally finished my project after weeks of work.,2026-04-28 06:46:00,131,7.0,4.0,en
5016,@theartist682,.,2026-03-19 00:20:00,0,1.0,1.0,en
827,@mssoul499,"New blog post is live, check it out!",2026-01-28 19:35:00,168,7.0,9.0,en
2891,@coderlife793,This is exactly why I love this community.,2026-04-14 10:27:00,18,3.0,1.0,en
1180,@silentdev455,Traffic this morning was unreal.,2026-02-10 08:10:00,18,4.0,2.0,en
2067,@sunnylife494,Can we talk about how good this weather is today?,2026-03-13 21:57:00,24,1.0,1.0,en
329,@msthinker917,Cooking experiment gone right for once!,2026-01-10 12:52:00,5,0.0,,en
4628,@silentpanda419,Feliz viernes a todos!,2026-06-16 18:26:00,9,4.0,0.0,es
4774,@quietnews847,Conference talk today was so inspiring.,2026-06-21 15:27:00,102,13.0,4.0,en
5035,@urbanrunner736,.,2026-04-16 07:36:00,2,0.0,1.0,en
3934,@quietvoice816,Anyone else excited for the weekend?,2026-05-22 16:28:00,16,2.0,2.0,en
2511,@silentsoul957,Vivement le week-end!,2026-03-30 23:14:00,21,6.0,,fr
5028,@realdev36,-,2026-06-15 16:01:00,3,0.0,1.0,en
214,@mslife259,"Big news coming soon, stay tuned!",2026-01-07 09:06:00,121,6.0,3.0,en
4443,@digitalgamer420,This is exactly why I love this community.,2026-06-10 00:24:00,146,20.0,6.0,en
73,@quietpanda434,Vivement le week-end!,2026-01-02 19:41:00,18,1.0,0.0,fr
3863,@coderartist746,Just tried the new update and it's amazing! #tech,2026-05-20 02:15:00,5,3.0,0.0,en
2230,@luckywanderer748,This is exactly why I love this community.,2026-03-20 16:57:00,11,2.0,0.0,en
4226,@luckywanderer748,Vivement le week-end!,2026-06-02 04:38:00,25,2.0,,fr
1092,@coderthinker615,Why is nobody talking about this documentary?,2026-02-06 22:12:00,454,36.0,17.0,en
4345,@cosmicgamer860,"Working from the coffee shop again, love this place.",2026-06-05 21:57:00,64,5.0,2.0,en
4651,@techsoul134,Finally finished my project after weeks of work.,2026-06-17 13:13:00,31,7.0,3.0,en
1183,@nightvoice746,This is exactly why I love this community.,2026-02-10 10:15:00,63,11.0,3.0,en
1554,@msthinker917,Cooking experiment gone right for once!,2026-02-22 23:29:00,124,12.0,9.0,en
2357,@reallife812,Why is nobody talking about this documentary?,2026-03-25 11:44:00,14,3.0,0.0,en
771,@cosmicchef738,Eindelijk mijn project afgerond.,2026-01-26 11:20:00,17,1.0,2.0,nl
2706,@wildstudent902,Anyone else excited for the weekend?,2026-04-07 15:21:00,63,6.0,1.0,en
1462,@luckythinker618,This is exactly why I love this community.,2026-02-20 00:29:00,28,7.0,2.0,en
2353,@drartist738,"New blog post is live, check it out!",2026-03-25 07:24:00,7,,2.0,en
2623,@techthinker731,Cooking experiment gone right for once!,2026-04-03 20:27:00,64,13.0,,en
3940,@sunnysoul514,Just tried the new update and it's amazing! #tech,2026-05-22 19:17:00,16,3.0,0.0,en
1639,@msgamer981,Traffic this morning was unreal.,2026-02-26 12:07:00,10,,2.0,en
3909,@drchef131,Conference talk today was so inspiring.,2026-05-21 19:30:00,50,5.0,1.0,en
829,@wildtraveler685,Traffic this morning was unreal.,2026-01-28 19:51:00,7,4.0,0.0,en
492,@happyvoice838,"New blog post is live, check it out!",2026-01-16 19:36:00,93,15.0,9.0,en
522,@realdreamer515,Just adopted a puppy and I'm obsessed.,2026-01-17 01:26:00,7,2.0,2.0,en
2673,@coderchef184,Traffic this morning was unreal.,2026-04-05 23:23:00,7,,2.0,en
4669,@luckyfox776,Can we talk about how good this weather is today?,2026-06-18 08:24:00,31,1.0,0.0,en
2235,@quietmind886,"Working from the coffee shop again, love this place.",2026-03-20 19:06:00,35,5.0,4.0,en
2906,@codernews565,Terminando el proyecto por fin.,2026-04-15 01:33:00,27,4.0,3.0,es
722,@msstudent408,Cette nouvelle est incroyable.,2026-01-24 03:50:00,72,6.0,0.0,fr
3851,@msthinker197,"Working from the coffee shop again, love this place.",2026-05-19 14:37:00,9,4.0,1.0,en
1773,@nightgamer200,Wat een mooie dag vandaag!,2026-03-03 05:25:00,131,8.0,5.0,nl
745,@luckywriter709,Vivement le week-end!,2026-01-25 07:54:00,2,3.0,0.0,fr
2485,@silentthinker438,Dit nieuws is ongelooflijk.,2026-03-29 20:38:00,9,3.0,1.0,nl
1334,@techdev574,Traffic this morning was unreal.,2026-02-14 21:42:00,10,4.0,1.0,en
419,@techwanderer832,Why is nobody talking about this documentary?,2026-01-14 00:29:00,70,4.0,6.0,en
832,@realartist272,Can we talk about how good this weather is today?,2026-01-29 02:19:00,85,4.0,4.0,en
3356,@realgamer938,Feliz viernes a todos!,2026-05-01 09:08:00,45,6.0,4.0,es
3046,@quietrunner149,Conference talk today was so inspiring.,2026-04-19 15:25:00,1,2.0,2.0,en
5093,@dailythinker783,.,2026-02-11 22:19:00,1,1.0,0.0,en
4193,@drgamer893,Anyone else excited for the weekend?,2026-05-31 20:22:00,8,3.0,1.0,en
4374,@mrmind444,This is exactly why I love this community.,2026-06-06 16:53:00,46,8.0,2.0,en
1072,@happygamer649,Je viens de terminer mon projet.,2026-02-06 20:09:00,14,3.0,,fr
2389,@quietvibes333,Dit nieuws is ongelooflijk.,2026-03-27 06:22:00,151,22.0,2.0,nl
956,@mspanda158,Reading a great book on data science right now.,2026-02-02 08:25:00,310,,15.0,en
1396,@quietdev385,Can we talk about how good this weather is today?,2026-02-17 15:35:00,11,,0.0,en
678,@luckygamer372,This is exactly why I love this community.,2026-01-23 11:54:00,154,16.0,6.0,en
2925,@happypanda983,Why is nobody talking about this documentary?,2026-04-15 18:06:00,29,5.0,2.0,en
538,@digitalpanda228,,2026-01-17 18:20:00,5,1.0,1.0,en
4984,@techthinker22,Conference talk today was so inspiring.,2026-06-29 08:53:00,9,4.0,2.0,en
323,@coderdreamer231,Feliz viernes a todos!,2026-01-10 06:41:00,43,2.0,,es
2718,@techstudent104,"Working from the coffee shop again, love this place.",2026-04-08 07:29:00,15,2.0,,en
193,@drsoul916,Just adopted a puppy and I'm obsessed.,2026-01-06 13:58:00,131,3.0,12.0,en
3263,@urbandev22,Just tried the new update and it's amazing! #tech,2026-04-27 10:50:00,18,2.0,2.0,en
4572,@reallife832,Kan niet wachten op het weekend!,2026-06-14 16:09:00,52,7.0,4.0,nl
2342,@quietlife239,"New blog post is live, check it out!",2026-03-24 16:35:00,39,8.0,2.0,en
979,@justwriter143,"Feeling grateful today, small wins count.",2026-02-03 07:17:00,14,3.0,1.0,en
4480,@justexplorer571,Cooking experiment gone right for once!,2026-06-11 15:10:00,86,8.0,3.0,en
4216,@coderchef654,Just tried the new update and it's amazing! #tech,2026-06-01 10:36:00,146,13.0,3.0,en
46,@urbanpanda555,Feliz viernes a todos!,2026-01-02 06:10:00,44,4.0,1.0,es
1124,@silentvoice503,Finally finished my project after weeks of work.,2026-02-08 06:03:00,7,2.0,1.0,en
2074,@truerunner583,"Working from the coffee shop again, love this place.",2026-03-14 02:28:00,38,5.0,0.0,en
4931,@dailywanderer197,"Big news coming soon, stay tuned!",2026-06-27 01:39:00,26,5.0,2.0,en
1615,@msgamer420,"Working from the coffee shop again, love this place.",2026-02-25 09:01:00,10,3.0,0.0,en
1322,@silentvoice503,Cooking experiment gone right for once!,2026-02-14 08:01:00,3,3.0,0.0,en
3956,@thetraveler466,Traffic this morning was unreal.,2026-05-22 21:06:00,20,5.0,2.0,en
4088,@thechef938,This is exactly why I love this community.,2026-05-28 06:31:00,10,4.0,1.0,en
5024,@thedreamer792,??,2026-03-20 04:46:00,3,0.0,1.0,en
810,@mrdev46,Eindelijk mijn project afgerond.,2026-01-28 01:07:00,72,5.0,5.0,nl
1991,@quietvoice816,This is exactly why I love this community.,2026-03-11 13:32:00,13,5.0,,en
3933,@msdreamer316,Cooking experiment gone right for once!,2026-05-22 15:57:00,18,3.0,1.0,en
55,@digitalwriter441,Just tried the new update and it's amazing! #tech,2026-01-02 14:16:00,18,3.0,2.0,en
280,@dailytechupdate,Quelle belle journee aujourd'hui!,2026-01-09 19:15:00,944,22.0,,fr
500,@codersoul455,Cooking experiment gone right for once!,2026-01-16 20:38:00,12,5.0,1.0,en
2371,@msrunner198,Just tried the new update and it's amazing! #tech,2026-03-26 00:10:00,6,4.0,0.0,en
3550,@happyvibes37,No puedo creer las noticias de hoy.,2026-05-08 03:20:00,11,3.0,2.0,es
1279,@quietchef717,Just adopted a puppy and I'm obsessed.,2026-02-13 19:10:00,29,2.0,3.0,en
251,@cosmicpanda822,"Working from the coffee shop again, love this place.",2026-01-08 18:30:00,68,7.0,1.0,en
1368,@luckyvibes228,Anyone else excited for the weekend?,2026-02-16 11:29:00,23,3.0,2.0,en
4051,@dailysoul400,Traffic this morning was unreal.,2026-05-26 19:48:00,58,7.0,4.0,en
893,@dailywriter863,This is exactly why I love this community.,2026-01-30 21:21:00,28,2.0,1.0,en
364,@dailypanda23,Just adopted a puppy and I'm obsessed.,2026-01-11 16:59:00,43,5.0,3.0,en
2844,@silentvibes496,Just tried the new update and it's amazing! #tech,2026-04-12 08:09:00,63,,4.0,en
2646,@quietlife151,Just adopted a puppy and I'm obsessed.,2026-04-04 07:14:00,82,9.0,4.0,en
1248,@dailypanda227,"Feeling grateful today, small wins count.",2026-02-12 19:12:00,52,9.0,1.0,en
4277,@digitalvoice610,Conference talk today was so inspiring.,2026-06-04 11:21:00,57,3.0,,en
3553,@msdev488,,2026-05-08 07:32:00,26,6.0,3.0,en
3104,@trueexplorer291,Wat een mooie dag vandaag!,2026-04-22 07:00:00,57,2.0,3.0,nl
3446,@mrvoice745,Finally finished my project after weeks of work.,2026-05-04 02:29:00,20,5.0,,en
1501,@msgamer717,Reading a great book on data science right now.,2026-02-20 20:48:00,18,2.0,0.0,en
3764,@reallife812,Why is nobody talking about this documentary?,2026-05-15 20:27:00,9,4.0,,en
1605,@therunner406,This is exactly why I love this community.,2026-02-24 23:14:00,49,4.0,1.0,en
2288,@quietexplorer877,Just tried the new update and it's amazing! #tech,2026-03-22 04:26:00,33,8.0,2.0,en
2978,@nightgamer397,Wat een mooie dag vandaag!,2026-04-17 19:46:00,91,11.0,3.0,nl
4075,@sunnythinker776,"New blog post is live, check it out!",2026-05-27 18:09:00,90,4.0,8.0,en
4257,@drfox907,"Big news coming soon, stay tuned!",2026-06-03 21:37:00,32,3.0,2.0,en
3058,@luckychef807,"New blog post is live, check it out!",2026-04-19 23:34:00,137,4.0,12.0,en
5027,@sunnynews100,-,2026-04-30 07:14:00,1,1.0,1.0,en
1836,@nightstudent939,Traffic this morning was unreal.,2026-03-05 22:50:00,13,4.0,2.0,en
3110,@nightthinker801,"Working from the coffee shop again, love this place.",2026-04-22 14:19:00,19,5.0,1.0,en
3702,@digitalexplorer54,Can we talk about how good this weather is today?,2026-05-14 05:32:00,27,3.0,1.0,en
1178,@reallife812,Kan niet wachten op het weekend!,2026-02-10 05:52:00,52,5.0,3.0,nl
3348,@coderthinker615,Feliz viernes a todos!,2026-05-01 02:19:00,131,5.0,,es
2863,@urbanrunner384,Why is nobody talking about this documentary?,2026-04-13 03:59:00,11,,2.0,en
1804,@urbanartist763,Reading a great book on data science right now.,2026-03-04 17:53:00,97,11.0,3.0,en
3489,@justthinker414,Cooking experiment gone right for once!,2026-05-05 19:12:00,80,5.0,3.0,en
3008,@quietwanderer488,Anyone else excited for the weekend?,2026-04-17 22:21:00,90,6.0,3.0,en
2181,@mspanda158,Anyone else excited for the weekend?,2026-03-18 15:26:00,19,3.0,1.0,en
2996,@dailylife417,Why is nobody talking about this documentary?,2026-04-17 21:01:00,126,20.0,2.0,en
4048,@realsoul108,This is exactly why I love this community.,2026-05-26 15:48:00,23,4.0,2.0,en
5048,@trueartist216,!!,2026-06-28 09:39:00,3,0.0,0.0,en
2963,@digitalgamer420,This is exactly why I love this community.,2026-04-17 10:29:00,45,4.0,2.0,en
3791,@cosmicthinker904,Can we talk about how good this weather is today?,2026-05-16 12:42:00,57,6.0,3.0,en
2381,@wilddev280,Just adopted a puppy and I'm obsessed.,2026-03-26 15:40:00,34,3.0,1.0,en
1133,@drdev183,Anyone else excited for the weekend?,2026-02-08 14:50:00,24,1.0,1.0,en
3052,@thechef938,,2026-04-19 18:24:00,8,3.0,,en
2214,@sunnynews853,Je viens de terminer mon projet.,2026-03-20 01:29:00,76,8.0,8.0,fr
1627,@wildexplorer479,Traffic this morning was unreal.,2026-02-25 20:08:00,192,7.0,6.0,en
3561,@thewanderer677,Cette nouvelle est incroyable.,2026-05-08 17:46:00,17,,1.0,fr
2926,@dailypanda659,Cooking experiment gone right for once!,2026-04-15 19:17:00,29,4.0,1.0,en
2966,@silentvibes978,Anyone else excited for the weekend?,2026-04-17 13:23:00,40,2.0,2.0,en
2675,@wildexplorer479,Traffic this morning was unreal.,2026-04-06 02:08:00,119,9.0,3.0,en
3441,@truerunner489,Just adopted a puppy and I'm obsessed.,2026-05-03 21:04:00,58,10.0,4.0,en
4826,@thelife562,Quelle belle journee aujourd'hui!,2026-06-23 15:27:00,29,3.0,1.0,fr
1668,@cosmiclife650,"New blog post is live, check it out!",2026-02-27 08:08:00,116,19.0,4.0,en
958,@silentlife571,Was fur ein schoner Tag heute!,2026-02-02 10:40:00,114,10.0,3.0,de
2788,@techwanderer832,Vivement le week-end!,2026-04-10 19:42:00,15,2.0,2.0,fr
1020,@msfox886,Reading a great book on data science right now.,2026-02-05 05:02:00,121,8.0,5.0,en
890,@coderrunner754,Reading a great book on data science right now.,2026-01-30 21:10:00,41,,3.0,en
1600,@justexplorer571,Quelle belle journee aujourd'hui!,2026-02-24 15:21:00,36,3.0,2.0,fr
2183,@wildexplorer290,Traffic this morning was unreal.,2026-03-18 20:30:00,6,3.0,2.0,en
546,@silentvibes496,"Feeling grateful today, small wins count.",2026-01-18 02:07:00,96,4.0,5.0,en
1724,@drthinker366,Just tried the new update and it's amazing! #tech,2026-02-28 23:27:00,314,22.0,17.0,en
1882,@techstudent671,"Big news coming soon, stay tuned!",2026-03-06 21:58:00,28,2.0,2.0,en
1779,@sunnyvibes978,Cooking experiment gone right for once!,2026-03-03 12:01:00,61,11.0,3.0,en
1390,@truepanda203,Conference talk today was so inspiring.,2026-02-17 08:28:00,37,4.0,0.0,en
3848,@truerunner620,Conference talk today was so inspiring.,2026-05-19 04:52:00,94,4.0,7.0,en
2670,@codertraveler952,"New blog post is live, check it out!",2026-04-05 20:41:00,62,6.0,5.0,en
5038,@nightdreamer384,...,2026-03-29 17:06:00,1,1.0,0.0,en
2396,@techsoul614,Reading a great book on data science right now.,2026-03-27 12:13:00,23,,,en
1143,@drdev183,Anyone else excited for the weekend?,2026-02-09 00:22:00,71,,2.0,en
3639,@quietvoice816,Ich freue mich aufs Wochenende!,2026-05-11 04:21:00,22,2.0,0.0,de
1816,@quietvoice816,Endlich mein Projekt fertig.,2026-03-04 23:39:00,8,4.0,0.0,de
1511,@drpanda582,Reading a great book on data science right now.,2026-02-20 23:17:00,177,26.0,13.0,en
4833,@cosmiclife650,Conference talk today was so inspiring.,2026-06-23 20:56:00,48,5.0,2.0,en
3184,@techsoul957,Just adopted a puppy and I'm obsessed.,2026-04-24 20:49:00,22,5.0,2.0,en
61,@happyvoice838,"New blog post is live, check it out!",2026-01-02 17:42:00,8,4.0,1.0,en
1716,@nightnews757,Cooking experiment gone right for once!,2026-02-28 14:30:00,11,4.0,,en
82,@coderdev433,Wat een mooie dag vandaag!,2026-01-02 20:16:00,83,10.0,5.0,nl
3594,@silentchef208,Traffic this morning was unreal.,2026-05-09 02:35:00,75,9.0,7.0,en
4685,@urbanstudent314,"New blog post is live, check it out!",2026-06-18 18:13:00,102,7.0,7.0,en
2660,@mrchef836,Dit nieuws is ongelooflijk.,2026-04-05 07:06:00,135,6.0,8.0,nl
5113,@drchef131,.,2026-02-26 21:36:00,0,0.0,0.0,en
4687,@truepanda203,Traffic this morning was unreal.,2026-06-18 18:49:00,107,6.0,6.0,en
4332,@sunnynews435,"New blog post is live, check it out!",2026-06-05 20:49:00,17,4.0,1.0,en
647,@wildmind569,Just adopted a puppy and I'm obsessed.,2026-01-22 00:16:00,20,5.0,2.0,en
259,@techwriter588,Can we talk about how good this weather is today?,2026-01-09 04:23:00,23,,1.0,en
2240,@mssoul776,"Big news coming soon, stay tuned!",2026-03-20 19:48:00,105,10.0,8.0,en
4677,@quietvoice816,This is exactly why I love this community.,2026-06-18 13:11:00,49,5.0,3.0,en
2785,@mrlife845,Que buen dia para salir a caminar!,2026-04-10 19:35:00,93,2.0,3.0,es
650,@nightexplorer653,Ich freue mich aufs Wochenende!,2026-01-22 02:17:00,11,5.0,2.0,de
1765,@coderwanderer616,This is exactly why I love this community.,2026-03-02 23:19:00,50,7.0,3.0,en
3260,@trueexplorer781,Why is nobody talking about this documentary?,2026-04-27 04:41:00,9,1.0,0.0,en
1973,@dailychef65,Dit nieuws is ongelooflijk.,2026-03-10 22:28:00,144,24.0,6.0,nl
4460,@wildsoul854,Why is nobody talking about this documentary?,2026-06-10 18:50:00,12,3.0,2.0,en
2234,@silentmind598,Just adopted a puppy and I'm obsessed.,2026-03-20 18:32:00,55,3.0,0.0,en
2379,@happytraveler328,Vivement le week-end!,2026-03-26 13:20:00,16,4.0,1.0,fr
1545,@coderthinker615,Why is nobody talking about this documentary?,2026-02-22 12:25:00,57,8.0,4.0,en
2831,@sunnysoul514,Just tried the new update and it's amazing! #tech,2026-04-11 18:29:00,187,27.0,10.0,en
